Battery,FromToID,n_cycles,total_NPV,total_EUR
Nabiye 11-23,ABWI105110806603W400,1,40215283.53810377,126990.38734349392
Nabiye 11-23,ABWI119120806603W400,1,35656476.07322131,111779.7418066719
Nabiye 11-23,ABWI110131706603W400,1,34810902.72773765,108921.38624542308
Nabiye 11-23,ABWI103032006603W400,1,20706167.12404127,65548.46272716142
Nabiye 11-23,ABWI112131706603W400,1,20495593.222857904,63290.5316100568
Nabiye 11-23,ABWI115131706603W400,1,20371271.20428004,62609.55004823039
Mahihkan Battery 02-21,ABWI106121006604W400,1,18844892.33366472,59440.93134137554
Mahihkan Battery 02-21,ABWI108041006604W402,2,15144815.830432717,48056.62501003963
Nabiye 11-23,ABWI104032006603W400,1,14313234.968284763,43732.73737742072
Mahihkan Battery 02-21,ABWI107121006604W402,1,12988912.450230062,41893.14202019845
Mahihkan Battery 02-21,ABWI103130906604W400,2,12213359.423090648,38551.981222015325
Mahihkan Battery 02-21,ABWI107140306604W400,2,11880345.307977824,38224.47044984196
Mahihkan Battery 02-21,ABWI104121006604W400,2,11174622.333756503,36060.83193977298
Mahihkan Battery 02-21,ABWI106150406604W400,1,10904135.465420557,34370.12926539325
Mahihkan Battery 02-21,ABWI105121006604W400,2,10833159.867949707,34586.20931664888
Nabiye 11-23,ABWI100152606603W400,3,10580694.93829035,33862.22597930604
Mahihkan Battery 02-21,ABWI102011506604W402,2,10550355.86062232,33923.616363813155
Mahihkan Battery 02-21,ABWI109051006604W400,1,9871594.421648143,31061.708066866704
Mahihkan Battery 02-21,ABWI113051006604W400,2,9596097.191243386,30392.29964031416
Mahihkan Battery 02-21,ABWI102100406604W400,1,9492065.207080783,30438.352813391408
Mahihkan Battery 02-21,ABWI103020906604W400,2,9332858.328250319,29448.00203644537
Mahihkan Battery 02-21,ABWI109150406604W400,3,8719023.529194899,27973.833481539732
Mahihkan Battery 02-21,ABWI102161006604W400,3,8389458.823366046,27411.588319792387
Mahihkan Battery 02-21,ABWI107051006604W400,1,7543037.802533823,23774.30392786373
Mahihkan Battery 02-21,ABWI100100406604W400,1,7410008.363051255,23288.07038980705
Nabiye 11-23,ABWI100091406603W400,3,7306228.892038766,23984.749577723043
Mahihkan Battery 02-21,ABWI102101506604W400,2,7295560.926764105,23982.901347180956
Mahihkan Battery 02-21,ABWI105051006604W400,3,7222641.402495578,23547.327195158716
Mahihkan Battery 02-21,ABWI100021506604W400,1,7216995.270994179,23477.217787825368
Mahihkan Battery 02-21,ABWI100161006604W400,2,7007704.0615483755,22924.48019828768
Nabiye 11-23,ABWI102103506603W402,2,6591096.597839054,20970.230472004805
Nabiye 11-23,ABWI100070706602W400,3,6584410.227946372,21936.343461107583
Nabiye 11-23,ABWI103143106602W400,2,6520520.552383995,20957.005864179333
Mahihkan Battery 02-21,ABWI111051006604W400,1,6511203.051534808,20794.601754488976
Mahihkan Battery 02-21,ABWI107150406604W400,2,6437997.777973909,20537.809127804103
Nabiye 11-23,ABWI100153506603W400,2,6397132.665360466,20562.01806947084
Mahihkan Battery 02-21,ABWI102160406604W400,2,6334932.426467203,20958.98801111565
Mahihkan Battery 02-21,ABWI102142906604W400,3,6320261.269409695,21366.890175670585
Mahihkan Battery 02-21,ABWI104051006604W400,3,6230416.043228247,20603.997134344045
Mahihkan Battery 02-21,ABWI102091006604W400,1,6172504.506084263,19687.37917392515
Mahihkan Battery 02-21,ABWI102051606604W400,2,6135539.384595722,19752.56169922657
Nabiye 11-23,ABWI102143106602W400,2,5995613.617369438,19240.354548309126
Mahihkan Battery 02-21,ABWI106072006604W400,3,5986063.328294235,19859.433915207366
Mahihkan Battery 02-21,ABWI110051006604W400,1,5964662.337038465,19106.37938514825
Nabiye 11-23,ABWI100070106603W400,4,5779744.692274898,19914.76267658245
Nabiye 11-23,ABWI102151906602W400,3,5729859.03168504,19183.822952048577
Mahihkan Battery 02-21,ABWI106141506504W400,2,5647764.387333469,19053.4082461513
Nabiye 11-23,ABWI102150706602W400,2,5474722.022897448,17873.559967658308
Mahihkan Battery 02-21,ABWI106041006604W400,2,5474534.135202478,17914.564525594295
Mahihkan Battery 02-21,ABWI100130306604W400,2,5402072.3672040375,18207.285445277485
Nabiye 11-23,ABWI100113106602W400,3,5397427.545050812,18356.81840323498
Nabiye 11-23,ABWI102062306603W400,2,5371390.580434674,17304.989219772593
Mahihkan Battery 02-21,ABWI100102006604W400,1,5353455.880212652,17408.283288058752
Mahihkan Battery 02-21,ABWI100033206604W400,1,5152584.848987624,16464.00421728679
Nabiye 11-23,ABWI102070106603W400,3,5116735.108348665,17451.725652168006
Nabiye 11-23,ABWI102082606603W400,2,5103309.098093946,16508.824083478274
Mahihkan Battery 02-21,ABWI100043406504W400,1,5044559.911678808,15806.227697373912
Mahihkan Battery 02-21,ABWI105120406604W400,2,4977283.305444007,16255.669444964813
Nabiye 11-23,ABWI100112606603W400,2,4965851.764597758,16197.950056271755
Mahihkan Battery 02-21,ABWI113030306604W402,2,4874303.034242262,16188.45598362061
Mahihkan Battery 02-21,ABWI112051006604W400,1,4863790.801611841,15936.49184175942
Nabiye 11-23,ABWI102071806602W400,2,4823417.883328405,15809.92185564783
Mahihkan Battery 02-21,ABWI102041606604W400,1,4727483.416103868,15253.642193482783
Mahihkan Battery 02-21,ABWI102131506504W400,1,4726831.6734480085,16689.277841009163
Mahihkan Battery 02-21,ABWI100112906604W400,3,4678390.092182544,16020.605993571078
Nabiye 11-23,ABWI102151406603W402,3,4659954.42608348,16206.660161169913
Nabiye 11-23,ABWI103073506603W400,2,4583604.736425776,14975.733560665136
Nabiye 11-23,ABWI100162506603W400,3,4575749.1890261285,15541.880575122317
Mahihkan Battery 02-21,ABWI104080806604W400,2,4505702.500466384,15117.6118551258
Nabiye 11-23,ABWI105023506603W400,3,4481805.350422514,15194.854661791038
Nabiye 11-23,ABWI100161306603W400,2,4419128.033500429,14671.32669293731
Nabiye 11-23,ABWI104082506603W400,2,4401650.281046358,14498.058014554314
Mahihkan Battery 02-21,ABWI104102206604W400,2,4382073.246056293,14642.2562323071
Nabiye 11-23,ABWI100051306603W400,2,4356649.79717794,14468.630122723378
Mahihkan Battery 02-21,ABWI105120306604W400,3,4306819.153825885,15438.145262767133
Nabiye 11-23,ABWI100112306603W400,3,4267654.878062073,14771.423340774116
Mahihkan Battery 02-21,ABWI102150406604W400,3,4258419.068268476,14482.870405748256
Nabiye 11-23,ABWI100062306603W400,2,4234366.751862208,14048.380482535438
Mahihkan Battery 02-21,ABWI100010806604W400,2,4188772.0767879523,13848.493252059587
Mahihkan Battery 02-21,ABWI100090806604W400,2,4151644.5758038526,13917.19735093367
Mahihkan Battery 02-21,ABWI107123506504W400,2,4124856.6016371907,14026.426648801884
Nabiye 11-23,ABWI100062606603W400,2,4111677.9587210948,13840.24593268006
Nabiye 11-23,ABWI100142606603W402,1,4028390.7773346053,12692.919631481633
Nabiye 11-23,ABWI102112306603W400,1,4005545.731838772,12734.843477443615
Nabiye 11-23,ABWI100101806602W400,1,4001907.0284884744,13155.187636333216
Mahihkan Battery 02-21,ABWI107142106504W400,3,3986775.7464347566,13856.180975429339
Mahihkan Battery 02-21,ABWI104040306604W400,2,3974350.202046469,13363.018865725197
Mahihkan Battery 02-21,ABWI105130306604W400,2,3961998.3366239313,13599.43300856512
Mahihkan Battery 02-21,ABWI102063206604W400,2,3949777.807189793,13365.608643106974
Mahihkan Battery 02-21,ABWI109152706504W400,1,3928440.2146313465,13406.69330621674
Mahihkan Battery 02-21,ABWI100130906604W400,2,3893555.8416837174,13016.902755281222
Nabiye 11-23,ABWI102043106602W400,3,3863559.3228120627,13395.740267897443
Mahihkan Battery 02-21,ABWI107041006604W400,1,3802208.660898605,12128.00024691336
Nabiye 11-23,ABWI102161306603W400,4,3780251.634360994,13908.017769234824
Mahihkan Battery 02-21,ABWI102121006604W400,3,3771581.1374854394,13287.326175651384
Mahihkan Battery 02-21,ABWI110113406504W400,2,3749992.0982711143,12707.139325770502
Nabiye 11-23,ABWI104092506603W400,3,3744112.9516916433,12965.172044386993
Mahihkan Battery 02-21,ABWI100120906604W400,3,3719473.1935023833,13029.51641318875
Mahihkan Battery 02-21,ABWI108051006604W400,1,3690859.4235526905,11966.282483634484
Nabiye 11-23,ABWI100103506603W400,2,3680432.338394435,12243.975707681799
Mahihkan Battery 02-21,ABWI111013406504W400,1,3667279.6323429896,12773.507573670218
Mahihkan Battery 02-21,ABWI102142706604W400,1,3664902.1611535307,12030.45588782337
Nabiye 11-23,ABWI104061106603W400,2,3659802.506726143,12475.674215919662
Nabiye 11-23,ABWI100100706602W400,2,3513247.944454436,11760.915030108674
Mahihkan Battery 02-21,ABWI104013306504W400,1,3473101.555619911,11178.198675870648
Mahihkan Battery 02-21,ABWI108162806504W400,1,3462990.3704878786,11359.026627796387
Mahihkan Battery 02-21,ABWI100111506604W400,2,3459465.985030594,11747.563314906482
Mahihkan Battery 02-21,ABWI102151506604W400,1,3432696.370058803,11269.597409899849
Nabiye 11-23,ABWI102010106603W400,2,3424863.9295904683,11616.290040077125
Nabiye 11-23,ABWI100090106603W400,3,3411599.368417835,12040.107712008838
Mahihkan Battery 02-21,ABWI106130306604W400,2,3407654.414463211,11901.364008238397
Nabiye 11-23,ABWI103063106602W402,2,3388466.797786227,11459.65814863986
Nabiye 11-23,ABWI102092506603W400,2,3343246.0553479474,11243.543763710088
Nabiye 11-23,ABWI103010106603W400,2,3316983.4938687216,11293.031386506877
Mahihkan Battery 02-21,ABWI110133406504W400,2,3298894.11442047,11248.228180408512
Mahihkan Battery 02-21,ABWI100112706504W400,1,3239738.0647436404,10800.3581349984
Mahihkan Battery 02-21,ABWI103133406504W400,2,3236383.66270937,11016.296871768569
Nabiye 11-23,ABWI104031106603W400,2,3234108.052415345,11003.617109721386
Nabiye 11-23,ABWI103031106603W400,2,3177049.3757073022,10927.420600888156
Mahihkan Battery 02-21,ABWI102080806604W400,1,3158754.1419585776,10390.83172658138
Mahihkan Battery 02-21,ABWI103141506504W400,3,3150372.5007628636,11427.214763730017
Mahihkan Battery 02-21,ABWI103040306604W400,1,3150172.4453784586,10519.05941182973
Mahihkan Battery 02-21,ABWI100163306504W400,2,3139314.1903001405,10783.041902076633
Nabiye 11-23,ABWI1W0051306603W400,2,3117508.572247904,10609.195106067542
Mahihkan Battery 02-21,ABWI111111406504W400,2,3101944.5235362644,10906.121714828978
Mahihkan Battery 02-21,ABWI110082706504W400,2,3097550.4872155236,10611.55664668787
Mahihkan Battery 02-21,ABWI107141006504W400,2,3079774.993840166,10978.949226995483
Nabiye 11-23,ABWI104023506603W400,1,3078141.2723637973,9851.231591025971
Mahihkan Battery 02-21,ABWI102161006504W402,1,3048190.731482805,10198.73344372954
Mahihkan Battery 02-21,ABWI111110306604W403,2,3030810.8317208425,10477.95216729933
Nabiye 11-23,ABWI100082506603W400,3,3028514.6277114647,10841.862803775974
Mahihkan Battery 02-21,ABWI102121606604W400,2,3019134.9461880745,10239.936509224959
Nabiye 11-23,ABWI104151906602W400,2,2976215.476068522,10261.374470668536
Mahihkan Battery 02-21,ABWI107031506504W400,1,2975010.4392789663,10350.256672873107
Nabiye 11-23,ABWI100133006602W400,3,2967403.8643407784,10728.745498398304
Mahihkan Battery 02-21,ABWI100010906604W400,2,2965316.6323687984,10216.929357640034
Nabiye 11-23,ABWI103121906602W400,1,2955499.145293972,9535.608434210735
Nabiye 11-23,ABWI100092506603W400,2,2921262.6566859167,9949.905769793288
Mahihkan Battery 02-21,ABWI106123506504W400,2,2904161.131029171,10134.257526601168
Mahihkan Battery 02-21,ABWI102132606504W400,1,2866908.017037491,9902.083479193216
Nabiye 11-23,ABWI102111106603W400,2,2816937.437554315,9774.289759480895
Nabiye 11-23,ABWI102023006602W400,1,2813135.4867762164,9281.70705838238
Nabiye 11-23,ABWI103092506603W400,2,2796243.636109912,9571.894915256415
Mahihkan Battery 02-21,ABWI104063406504W400,1,2794529.598867214,9653.629922524024
Mahihkan Battery 02-21,ABWI102112806504W400,1,2792252.451429663,9748.73382967115
Nabiye 11-23,ABWI100041306603W402,2,2774652.4839847917,9672.030458055735
Nabiye 11-23,ABWI105073506603W400,1,2765900.4651861824,8949.7013098899
Mahihkan Battery 02-21,ABWI107082206504W400,1,2746799.883782718,9480.269147868148
Mahihkan Battery 02-21,ABWI100113506504W400,2,2738390.5900390204,9636.040807167787
Mahihkan Battery 02-21,ABWI106023506504W400,2,2721116.7503212923,9715.373002711276
Mahihkan Battery 02-21,ABWI104120406604W400,1,2711416.4040115005,8828.599504876489
Mahihkan Battery 02-21,ABWI102100906604W400,3,2669826.497631524,10099.013550946042
Mahihkan Battery 02-21,ABWI100090406604W400,1,2612090.7927943217,8925.966542569588
Mahihkan Battery 02-21,ABWI109121506504W400,3,2608234.7865046626,9736.218723087524
Mahihkan Battery 02-21,ABWI103163306504W400,2,2583805.5480687115,9017.941280873854
Mahihkan Battery 02-21,ABWI110072206504W400,1,2541927.1541333725,8849.629727452391
Nabiye 11-23,ABWI104081206603W400,2,2531303.931740483,8944.402740487243
Mahihkan Battery 02-21,ABWI100160406604W400,1,2527036.2250297945,8454.813148546202
Mahihkan Battery 02-21,ABWI112072706504W400,2,2506267.9278459987,8811.13836131691
Mahihkan Battery 02-21,ABWI109013406504W400,1,2500572.717872045,8746.962459901451
Nabiye 11-23,ABWI104090106603W400,3,2496990.2985349656,9363.883155547279
Mahihkan Battery 02-21,ABWI106131506504W400,3,2465572.395804836,9244.676769835001
Mahihkan Battery 02-21,ABWI108121506504W400,2,2463504.5464005987,8647.21218053335
Mahihkan Battery 02-21,ABWI103072806504W400,1,2448872.211103164,8467.792299729133
Mahihkan Battery 02-21,ABWI106072706504W400,1,2435786.8472231566,7971.050429476203
Mahihkan Battery 02-21,ABWI107122806504W400,1,2402193.3428642387,8220.567921788792
Mahihkan Battery 02-21,ABWI107130306604W400,1,2394305.6385154095,7981.28941000473
Mahihkan Battery 02-21,ABWI103060306604W400,2,2394302.4566468587,8628.651565132837
Mahihkan Battery 02-21,ABWI102033406504W400,1,2384718.9357401365,7919.022277336889
Mahihkan Battery 02-21,ABWI100162706504W400,2,2378236.221573037,8860.712841143464
Mahihkan Battery 02-21,ABWI100012206504W400,2,2370270.416654014,8586.710615550244
Nabiye 11-23,ABWI102153606603W400,2,2367687.8452168675,8467.681986893012
Nabiye 11-23,ABWI102021806602W400,2,2361186.455316972,8321.105662441812
Mahihkan Battery 02-21,ABWI107100306604W400,2,2352810.2630078746,8384.028350735647
Mahihkan Battery 02-21,ABWI112143406504W400,2,2346109.866699964,8304.7879258509
Mahihkan Battery 02-21,ABWI108150406604W400,1,2328330.8256799737,7586.797846093055
Nabiye 11-23,ABWI103153506603W402,1,2309027.6205782425,7512.472053158625
Nabiye 11-23,ABWI100150706602W400,2,2307606.8194333427,8201.464267811054
Mahihkan Battery 02-21,ABWI104132606504W400,1,2259610.793821821,7917.260915799211
Mahihkan Battery 02-21,ABWI100022006604W400,2,2255876.7290625884,8032.223701305067
Nabiye 11-23,ABWI102041306603W402,2,2252628.0423613274,8015.615153037239
Nabiye 11-23,ABWI103090106603W400,3,2252446.207636345,8565.014652907967
Mahihkan Battery 02-21,ABWI106052806504W400,2,2248365.8215134097,8287.032440972864
Nabiye 11-23,ABWI103143606603W400,3,2246929.141758127,8636.333432185216
Mahihkan Battery 02-21,ABWI110123506504W400,1,2244528.60104271,7744.891210215235
Mahihkan Battery 02-21,ABWI107011006604W402,2,2234691.195478714,8202.389598615513
Mahihkan Battery 02-21,ABWI110100306604W400,2,2225990.4093316314,7986.00185168091
Mahihkan Battery 02-21,ABWI100071506604W400,1,2209241.2652438325,7216.713880416517
Mahihkan Battery 02-21,ABWI102012906504W400,1,2205157.2550628153,7401.946820876416
Nabiye 11-23,ABWI102140206603W400,3,2201173.7717414256,8467.850968627285
Mahihkan Battery 02-21,ABWI100111006604W400,2,2189689.5175508736,7894.991371977982
Mahihkan Battery 02-21,ABWI100093306504W400,2,2188295.860729645,7804.1865729979945
Mahihkan Battery 02-21,ABWI102102206604W400,1,2187336.0780687034,7490.1175534030435
Mahihkan Battery 02-21,ABWI106050306604W400,1,2181790.19817498,7458.7856145603
Mahihkan Battery 02-21,ABWI109042206504W400,3,2181367.5092127873,8503.978451983727
Nabiye 11-23,ABWI100073506603W400,1,2171530.698258758,7101.250154372614
Mahihkan Battery 02-21,ABWI104020906604W400,1,2170483.01567011,7243.494677310608
Mahihkan Battery 02-21,ABWI104112806504W400,2,2167408.247215332,8071.25480340646
Mahihkan Battery 02-21,ABWI108132806504W400,1,2150841.418740489,7682.842075122488
Nabiye 11-23,ABWI102112606603W400,2,2149252.27088543,7745.25012571456
Mahihkan Battery 02-21,ABWI103063406504W400,2,2144590.5835747635,7842.289720835772
Mahihkan Battery 02-21,ABWI100092806504W400,2,2137452.545845232,7645.513396287666
Nabiye 11-23,ABWI102032306603W400,2,2132746.992035299,7748.205458852192
Mahihkan Battery 02-21,ABWI100142206604W400,1,2131772.837066409,7081.171220661573
Mahihkan Battery 02-21,ABWI102093306504W400,1,2127783.4809707724,7181.184296121719
Mahihkan Battery 02-21,ABWI102122706504W400,1,2126542.713706294,7272.277927431484
Mahihkan Battery 02-21,ABWI111082206504W400,2,2124905.3848985415,7876.38711034506
Mahihkan Battery 02-21,ABWI100040306604W400,2,2120336.4278357173,7619.571638755198
Mahihkan Battery 02-21,ABWI100161606504W400,2,2113775.798246673,7773.624042244822
Mahihkan Battery 02-21,ABWI100121006604W400,2,2103266.5195896914,7686.968684130648
Nabiye 11-23,ABWI100162306603W400,1,2097491.8511458025,6972.210186560958
Nabiye 11-23,ABWI100142606603W400,1,2097110.5572860502,7052.696550071359
Mahihkan Battery 02-21,ABWI105072206504W400,1,2084646.7331120062,7745.174291533629
Mahihkan Battery 02-21,ABWI100060306604W400,2,2082464.9883848852,7555.3459711330015
Mahihkan Battery 02-21,ABWI110110306604W400,1,2080167.8951229206,7064.23382942078
Mahihkan Battery 02-21,ABWI100041006604W400,2,2067784.1333338753,7461.528260156367
Mahihkan Battery 02-21,ABWI103120406604W400,2,2060811.2179337149,7593.440082129019
Mahihkan Battery 02-21,ABWI111152106504W400,2,2048367.8431184096,7505.397535697384
Nabiye 11-23,ABWI102023506603W402,1,2042699.5117068025,6752.171834370863
Mahihkan Battery 02-21,ABWI106043506504W400,1,2039927.8585719822,7215.045695917917
Mahihkan Battery 02-21,ABWI106011006604W400,3,2039165.401168362,8043.468451799745
Mahihkan Battery 02-21,ABWI104022806504W400,2,2026962.1057311846,7525.938533089537
Nabiye 11-23,ABWI100012606603W400,1,2025945.447217497,6714.232495926322
Mahihkan Battery 02-21,ABWI102052806504W400,1,2018040.0950138234,6890.810115566268
Nabiye 11-23,ABWI102090106603W400,3,2014357.0703404683,7864.23288507605
Nabiye 11-23,ABWI102043606603W400,2,2006211.3303506495,7376.860803446488
Mahihkan Battery 02-21,ABWI102082806504W400,2,2005023.48390446,7503.148817738109
Nabiye 11-23,ABWI100010106603W400,2,1986499.4731048343,7141.246415702499
Nabiye 11-23,ABWI104073506603W400,2,1976301.292298539,7080.671901448784
Mahihkan Battery 02-21,ABWI109010406604W400,2,1951736.6361838114,7240.001432190073
Mahihkan Battery 02-21,ABWI105013406504W400,1,1945858.34503789,7006.713999273069
Mahihkan Battery 02-21,ABWI102161606504W400,1,1943411.3468593378,6975.102564700776
Mahihkan Battery 02-21,ABWI108133406504W400,1,1933251.1301578516,6478.803463296557
Mahihkan Battery 02-21,ABWI107092906504W400,2,1926133.7744913662,7318.354743014277
Mahihkan Battery 02-21,ABWI111162706504W400,2,1921907.9599999695,7226.909166092538
Mahihkan Battery 02-21,ABWI107123406504W400,1,1921027.0809317601,6558.076407473391
Mahihkan Battery 02-21,ABWI100151506604W400,3,1915969.0368313068,7643.903953033967
Mahihkan Battery 02-21,ABWI107012906504W400,1,1910789.5395427751,6709.945346406305
Mahihkan Battery 02-21,ABWI104141406504W400,1,1907906.1739821576,6603.35204568558
Mahihkan Battery 02-21,ABWI102133406504W400,2,1897811.0767821132,7016.867677677984
Mahihkan Battery 02-21,ABWI105033406504W400,2,1888518.4007456705,7005.423632601684
Nabiye 11-23,ABWI103103506603W400,1,1887528.6693153663,6324.815208082245
Mahihkan Battery 02-21,ABWI111012206504W400,1,1883571.0082143846,6336.513538263383
Mahihkan Battery 02-21,ABWI103071006604W400,1,1882577.5406060219,6621.406844757528
Mahihkan Battery 02-21,ABWI100142706504W400,1,1882458.6729747655,6428.923646100791
Nabiye 11-23,ABWI106160106603W402,3,1880981.81915237,7459.323173510547
Mahihkan Battery 02-21,ABWI102073406504W400,2,1875036.0260998202,7032.148805244744
Mahihkan Battery 02-21,ABWI102011606604W400,1,1808658.3009167784,6379.308018477385
Mahihkan Battery 02-21,ABWI102112906604W400,2,1808620.7665693162,6627.673698226257
Mahihkan Battery 02-21,ABWI103151706604W400,3,1800129.633695228,7193.60891451473
Mahihkan Battery 02-21,ABWI108150306604W400,2,1798060.2511019795,6709.983906285132
Nabiye 11-23,ABWI100151406603W402,2,1779169.518848834,6559.572463780445
Mahihkan Battery 02-21,ABWI112032806504W400,1,1760123.3825265625,6087.91361520686
Nabiye 11-23,ABWI103113606603W400,4,1748480.8533891262,7676.506155843506
